"effect","group","term","estimate","std.error","statistic","df","p.value","abs.estimate","plus.minus","log.estimate","log.std.error","sig.flag","conf.low","conf.high","log.conf.low","log.conf.high","ci95.low","ci95.high","experiment","trial","sample ID","hypothesis","Combined ID"
"fixed",NA,"treatmentAnti-PD1",177.549816129514,84.3669258280133,2.10449550445229,11.8368630791399,0.0573976514898622,177.549816129514,"p",2.24932022688276,1.926172224522,"S",93.1828903015008,261.916741957527,0.323148002360759,4.17549245140475,12.190641506608,342.90899075242,"mimic11","BEWELL","HONC60-79","Lachnospira","Lachnospira (79)"
"fixed",NA,"gavagePost-BRB",92.3447201489495,84.3669258280133,1.09456068527612,11.8368630797994,0.295482133878526,92.3447201489495,"p",1.96541206950309,1.926172224522,"NS",7.97779432093624,176.711645976963,0.0392398449810947,3.89158429402509,-73.0144544739565,257.703894771855,"mimic11","BEWELL","HONC60-79","Lachnospira","Lachnospira (79)"
"fixed",NA,"days2:treatmentAnti-PD1",-2.92255754717085,0.242165920675276,-12.0684097044759,78.1595744589547,1.5464346378669e-19,2.92255754717085,"n",-0.465763071475516,0.615886973926408,"S",-3.16472346784612,-2.68039162649557,-1.08165004540192,0.150123902450892,-3.39720275169439,-2.4479123426473,"mimic11","BEWELL","HONC60-79","Lachnospira","Lachnospira (79)"
"fixed",NA,"days2:gavagePost-BRB",-1.35224952541732,0.242165920675276,-5.58397945361839,78.1595744568615,3.28138507618745e-07,1.35224952541732,"n",-0.131056837695042,0.615886973926408,"S",-1.5944154460926,-1.11008360474205,-0.746943811621449,0.484830136231366,-1.82689472994086,-0.877604320893782,"mimic11","BEWELL","HONC60-79","Lachnospira","Lachnospira (79)"
"fixed",NA,"treatmentAnti-PD1:gavagePost-BRB",-153.682640720351,119.138210577919,-1.28995256832265,11.7719066711272,0.221832154709706,153.682640720351,"n",-2.18662481437591,2.07605107283206,"NS",-272.82085129827,-34.5444301424319,-4.26267588720797,-0.110573741543856,-387.193533453072,79.8282520123703,"mimic11","BEWELL","HONC60-79","Lachnospira","Lachnospira (79)"
"fixed",NA,"days2:treatmentAnti-PD1:gavagePost-BRB",1.81864290919691,0.327543432567132,5.55237177232724,77.2858459228745,3.82467193601381e-07,1.81864290919691,"p",0.259747433648659,0.484731103997112,"S",1.49109947662978,2.14618634176404,-0.224983670348453,0.744478537645771,1.17665778136533,2.46062803702849,"mimic11","BEWELL","HONC60-79","Lachnospira","Lachnospira (79)"
"fixed",NA,"days.from.injection",-5.14845011911081,1.34149205561771,-3.8378536030466,742.354795138868,0.000134682520335385,5.14845011911081,"n",-0.711676509425117,0.127588105102175,"S",-6.48994217472852,-3.80695806349311,-0.839264614527292,-0.584088404322942,-7.77777454812152,-2.51912569010011,"mimic12","BEWELL","HONC60-85","Blautia","Blautia (85)"
"fixed",NA,"days2",0.966560848036837,0.0539516122883853,17.9153283292132,783.261144877171,2.04396200335549e-60,0.966560848036837,"p",-0.01477080057509,1.2679955723437,"S",0.912609235748452,1.02051246032522,-1.28276637291879,1.25322477176861,0.860815687951602,1.07230600812207,"mimic12","BEWELL","HONC60-85","Blautia","Blautia (85)"
"fixed",NA,"treatmentAnti-PD1",36.4783483634796,22.2105003075542,1.64239201541411,107.832486659671,0.103421939151965,36.4783483634796,"p",1.56203516647477,1.3465583414554,"NS",14.2678480559255,58.6888486710338,0.215476825019367,2.90859350793016,-7.0542322393265,80.0109289662858,"mimic12","BEWELL","HONC60-85","Blautia","Blautia (85)"
"fixed",NA,"gavagePost-BRB",-56.8471847554475,38.4620559834204,-1.47800691621769,149.545123497058,0.141508996455385,56.8471847554475,"n",-1.75470896197981,1.5850324956692,"NS",-95.3092407388679,-18.3851287720271,-3.33974145764901,-0.169676466310601,-132.232814482951,18.5384449720565,"mimic12","BEWELL","HONC60-85","Blautia","Blautia (85)"
"fixed",NA,"days2:treatmentAnti-PD1",-0.625826700732709,0.0391220701134875,-15.9967685482204,792.283078033668,4.01555470499656e-50,0.625826700732709,"n",0.203545911733921,1.40757817292641,"S",-0.664948770846197,-0.586704630619222,-1.20403226119248,1.61112408466033,-0.702505958155145,-0.549147443310274,"mimic12","BEWELL","HONC60-85","Blautia","Blautia (85)"
"fixed",NA,"days2:gavagePost-BRB",-0.255598230826417,0.0499362065817776,-5.1184951425543,798.10767603089,3.86204762478897e-07,0.255598230826417,"n",0.592442156558175,1.30158445203623,"S",-0.305534437408195,-0.20566202424464,-0.709142295478055,1.8940266085944,-0.353473195726701,-0.157723265926133,"mimic12","BEWELL","HONC60-85","Blautia","Blautia (85)"
"fixed",NA,"treatmentAnti-PD1:gavagePost-BRB",3.7160245792477,54.3416460407757,0.0683826282416868,149.112623367728,0.945572662399733,3.7160245792477,"p",0.570078577925571,1.73513278931925,"NS",-50.625621461528,58.0576706200234,-1.16505421139367,2.30521136724482,-102.793601660673,110.225650819168,"mimic12","BEWELL","HONC60-85","Blautia","Blautia (85)"
"fixed",NA,"days2:treatmentAnti-PD1:gavagePost-BRB",0.518618669729775,0.0688382356064711,7.53387510822579,796.595663243445,1.33838531735982e-13,0.518618669729775,"p",-0.28515185313806,1.16217026960818,"S",0.449780434123304,0.587456905336246,-1.44732212274624,0.877018416470123,0.383695727941092,0.653541611518458,"mimic12","BEWELL","HONC60-85","Blautia","Blautia (85)"
"fixed",NA,"days.from.injection",6.25834334641932,5.5780362837823,1.12196174926559,79.0000001645981,0.265277296488071,6.25834334641932,"p",0.796459385809994,0.746481334920204,"NS",0.680307062637027,11.8363796302016,0.0499780508897908,1.5429407207302,-4.67460776979398,17.1912944626326,"mimic13","BEWELL","HONC60-84","Blautia","Blautia (84)"
"fixed",NA,"days2",0.525805826867402,0.279171067948349,1.88345386479907,79.0000002006487,0.063318879903973,0.525805826867402,"p",-0.279174605444685,0.554129592071268,"S",0.246634758919053,0.804976894815751,-0.833304197515953,0.274954986626583,-0.0213694663113619,1.07298112004617,"mimic13","BEWELL","HONC60-84","Blautia","Blautia (84)"
"fixed",NA,"treatmentAnti-PD1",40.3915684387221,64.9058565806454,0.622310074415791,13.3409995543934,0.544228131718728,40.3915684387221,"p",1.60629071751901,1.81228388579732,"NS",-24.5142881419233,105.297425019368,-0.205993168278311,3.41857460331633,-86.8239104593429,167.607047336787,"mimic13","BEWELL","HONC60-84","Blautia","Blautia (84)"
"fixed",NA,"gavagePost-BRB",31.1991297371118,72.5669537260876,0.429935778410605,13.3409995531686,0.674105547564113,31.1991297371118,"p",1.49414248005558,1.86073889230135,"NS",-41.3678239889758,103.766083463199,-0.366596412245768,3.35488137235693,-111.03209956602,173.430359040244,"mimic13","BEWELL","HONC60-84","Blautia","Blautia (84)"
"fixed",NA,"days2:treatmentAnti-PD1",-0.64743373915531,0.19614445920766,-3.30080055164784,79.0000002241272,0.00144856901735111,0.64743373915531,"n",0.188804672330455,0.707423955541206,"S",-0.84357819836297,-0.451289279947651,-0.518619283210751,0.896228627871661,-1.03187687920232,-0.262990599108297,"mimic13","BEWELL","HONC60-84","Blautia","Blautia (84)"
"fixed",NA,"days2:gavagePost-BRB",-0.630448596077528,0.219296172099131,-2.87487278069103,79.000000222222,0.00519190548601769,0.630448596077528,"n",0.200350318051994,0.658968949037178,"S",-0.849744768176659,-0.411152423978397,-0.458618630985184,0.859319267089172,-1.06026909339182,-0.200628098763232,"mimic13","BEWELL","HONC60-84","Blautia","Blautia (84)"
"fixed",NA,"treatmentAnti-PD1:gavagePost-BRB",-17.6108790971933,94.6157318538679,-0.186130559391465,13.3409995531698,0.855142790610642,17.6108790971933,"n",-1.2457810355545,1.97596335299048,"NS",-112.226610951061,77.0048527566746,-3.22174438854498,0.730182317435987,-203.057713530774,167.835955336388,"mimic13","BEWELL","HONC60-84","Blautia","Blautia (84)"
"fixed",NA,"days2:treatmentAnti-PD1:gavagePost-BRB",0.762327965885989,0.285927226520078,2.66616081009151,79.0000002322996,0.00930176766358252,0.762327965885989,"p",-0.117858147910426,0.543744488348041,"S",0.476400739365912,1.04825519240607,-0.661602636258467,0.425886340437615,0.201910601906637,1.32274532986534,"mimic13","BEWELL","HONC60-84","Blautia","Blautia (84)"
"fixed",NA,"days.from.injection",85.9691601342906,39.7973228578639,2.16017445297337,48.8049617179696,0.0356980199888758,85.9691601342906,"p",1.93434268396956,1.5998538583259,"S",46.1718372764267,125.766482992154,0.334488825643663,3.53419654229546,7.96640733287738,163.971912935704,"mimic2,3,8","Fitness","DL081(Non-responder)","Response","Non-responder (DL081)"
"fixed",NA,"days2",-1.64930269784076,1.66598786348303,-0.989984821613649,49.9662384636102,0.326951576266793,1.64930269784076,"n",-0.217300369372661,0.221671833300333,"NS",-3.31529056132379,0.0166851656422777,-0.438972202672994,0.00437146392767154,-4.91463891026751,1.61603351458599,"mimic2,3,8","Fitness","DL081(Non-responder)","Response","Non-responder (DL081)"
"fixed",NA,"treatmentAnti-PD1",-206.104992220057,235.158699789602,-0.876450636971801,15.7801006069492,0.393932077375985,206.104992220057,"n",-2.31408851127152,2.37136105027635,"NS",-441.263692009659,29.0537075695448,-4.68544956154787,0.0572725390048223,-667.016043807676,254.806059367562,"mimic2,3,8","Fitness","DL081(Non-responder)","Response","Non-responder (DL081)"
"fixed",NA,"ResponseNon-responder",-335.866186785369,238.252129089083,-1.40970906774054,16.5086735231387,0.177186507454122,335.866186785369,"n",-2.52616628359247,2.37703679030725,"NS",-574.118315874452,-97.6140576962866,-4.90320307389973,-0.149129493285221,-802.840359799971,131.107986229233,"mimic2,3,8","Fitness","DL081(Non-responder)","Response","Non-responder (DL081)"
"fixed",NA,"days2:treatmentAnti-PD1",-1.61307494900752,0.778488707828286,-2.07205953379521,51.0744408513351,0.0433268942887607,1.61307494900752,"n",-0.2076545466724,0.108747682599305,"S",-2.3915636568358,-0.834586241179231,-0.316402229271705,-0.0989068640730945,-3.13891281635096,-0.0872370816640764,"mimic2,3,8","Fitness","DL081(Non-responder)","Response","Non-responder (DL081)"
"fixed",NA,"days2:ResponseNon-responder",1.11418382332804,0.838494172512917,1.32879137369422,51.405762364545,0.189785193982954,1.11418382332804,"p",0.0469568487111393,0.0764999513694972,"NS",0.275689650815124,1.95267799584096,-0.0295431026583579,0.123456800080636,-0.529264754797276,2.75763240145336,"mimic2,3,8","Fitness","DL081(Non-responder)","Response","Non-responder (DL081)"
"fixed",NA,"treatmentAnti-PD1:ResponseNon-responder",354.076936756729,330.884414990594,1.07009251785641,15.5349472100738,0.300922849445521,354.076936756729,"p",2.54909763936616,2.51967631190756,"NS",23.1925217661351,684.961351747322,0.0294213274586004,5.06877395127372,-294.456516624835,1002.61039013829,"mimic2,3,8","Fitness","DL081(Non-responder)","Response","Non-responder (DL081)"
"fixed",NA,"days2:treatmentAnti-PD1:ResponseNon-responder",-0.596622272431284,1.03957143759063,-0.573911759074539,50.4163487370593,0.568579190325314,0.596622272431284,"n",0.224300538078455,0.0168543386750828,"NS",-1.63619371002191,0.442949165159344,0.207446199403372,0.241154876753537,-2.63418229010892,1.44093774524635,"mimic2,3,8","Fitness","DL081(Non-responder)","Response","Non-responder (DL081)"
"fixed",NA,"days.from.injection",18.3782965237665,12.5980564358299,1.45881998682726,124.412864767741,0.147134734328168,18.3782965237665,"p",1.26430525435077,1.10030354953811,"NS",5.78024008793654,30.9763529595964,0.164001704812656,2.36460880388888,-6.31389409046018,43.0704871379931,"mimic2,3,8","Fitness","DL017(Responder)","Response","Responder (DL017)"
"fixed",NA,"days2",0.905581868113402,0.633508056601756,1.42947174653326,128.841987138499,0.155288928713099,0.905581868113402,"p",-0.0430722816694183,0.198247857630679,"NS",0.272073811511646,1.53908992471516,-0.241320139300098,0.155175575961261,-0.33609392282604,2.14725765905284,"mimic2,3,8","Fitness","DL017(Responder)","Response","Responder (DL017)"
"fixed",NA,"treatmentAnti-PD1",-191.443713385793,141.018934339435,-1.35757452914078,48.6912484484048,0.180857645120086,191.443713385793,"n",-2.28204110958845,2.14927742845015,"NS",-332.462647725228,-50.4247790463575,-4.43131853803859,-0.132763681138301,-467.840824691086,84.9533979195005,"mimic2,3,8","Fitness","DL017(Responder)","Response","Responder (DL017)"
"fixed",NA,"ResponseResponder",-267.613777788867,114.761181796021,-2.33191897818315,47.8395499696255,0.0239628829988508,267.613777788867,"n",-2.4275084688254,2.0597950119062,"S",-382.374959584888,-152.852595992847,-4.4873034807316,-0.367713456919201,-492.545694109068,-42.6818614686667,"mimic2,3,8","Fitness","DL017(Responder)","Response","Responder (DL017)"
"fixed",NA,"days2:treatmentAnti-PD1",-1.72883452500692,0.492172843372803,-3.51265728754844,128.546713339451,0.000612843435243647,1.72883452500692,"n",-0.237753426868171,0.30788235304425,"S",-2.22100736837972,-1.23666168163411,-0.545635779912421,0.0701289261760787,-2.69349329801761,-0.764175751996222,"mimic2,3,8","Fitness","DL017(Responder)","Response","Responder (DL017)"
"fixed",NA,"days2:ResponseResponder",-0.932139544283937,0.432138541124744,-2.15703867064905,130.80512123586,0.0328307440588838,0.932139544283937,"n",0.0305190675000816,0.364376998554852,"S",-1.36427808540868,-0.500001003159193,-0.33385793105477,0.394896066054933,-1.77913108488844,-0.085148003679438,"mimic2,3,8","Fitness","DL017(Responder)","Response","Responder (DL017)"
"fixed",NA,"treatmentAnti-PD1:ResponseResponder",233.643578087773,157.086987471351,1.48735157411039,45.3668800252783,0.143839934225307,233.643578087773,"p",2.36855384853443,2.19614021111606,"NS",76.5565906164218,390.730565559125,0.172413637418369,4.56469405965049,-74.2469173560756,541.534073531622,"mimic2,3,8","Fitness","DL017(Responder)","Response","Responder (DL017)"
"fixed",NA,"days2:treatmentAnti-PD1:ResponseResponder",1.14133754033706,0.535167550074336,2.13267329115626,128.219817413744,0.0348575504533935,1.14133754033706,"p",0.0574141021106329,0.271510227921297,"S",0.606169990262729,1.6765050904114,-0.214096125810664,0.32892433003193,0.0924091421913662,2.19026593848276,"mimic2,3,8","Fitness","DL017(Responder)","Response","Responder (DL017)"
