Taxa,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,TaxLev
Alphaproteobacteria,245.2055848735497,3.825460992304615,1.1525333907891817,3.3191758459034166,NA,NA,Class
Negativicutes,0,NA,NA,NA,NA,NA,Class
c_unclassified_Actinobacteria,0,NA,NA,NA,NA,NA,Class
c_unclassified_Verrucomicrobia,0,NA,NA,NA,NA,NA,Class
c_unclassified_p_unclassified_Eukaryota,0,NA,NA,NA,NA,NA,Class
Anaeroplasmatales,15.283654345825301,-7.032757617546797,2.169882721708146,-3.2410772928827063,0.0011907889204297332,0.01979166720349623,Order
Verrucomicrobiales,154.2013615759206,4.894404984109763,1.5151956276243335,3.2302132443344447,0.0012369792002185143,0.01979166720349623,Order
Coriobacteriales,30.676323019061513,3.4821785484089602,1.4136912734868503,2.4631817524205366,0.013771008815294075,0.1468907606964701,Order
o_unclassified_Mollicutes,3.0705327999870757,-4.707973296666472,2.237167287957009,-2.10443506929954,0.035340512991605406,0.28272410393284325,Order
Gastranaerophilales,250.37058579075577,2.4798479132561906,1.4343163929257023,1.7289406476055293,0.08381971819007211,0.5156774085055333,Order
Lactobacillales,53.53274281092104,1.6824392069042455,1.0128347395048478,1.661119175006529,0.0966895140947875,0.5156774085055333,Order
o_unclassified_Clostridia,5.055352106316714,2.518361464546166,1.5899761625075817,1.583898880958322,0.11321673209548197,0.5175622038650604,Order
BG.g7,0.6853523112675507,-0.8983999510141694,2.9271524597664937,-0.306919425401517,0.7589047028852974,0.858265522375829,Order
Bacillales,0.17949230806818017,-0.9107113870852805,3.3524751975373794,-0.27165343020412497,0.7858885123486596,0.858265522375829,Order
Clostridiales,12274.838642316407,-0.5090579049711494,0.8805887521905829,-0.5780881299071781,0.563204620612431,0.858265522375829,Order
Cytophagales,2.730399030050743,0.6182580153281266,1.9287693315725365,0.32054533697093646,0.748554967924357,0.858265522375829,Order
Deferribacterales,21.91433067898394,2.0513721923431225,1.820359113447221,1.126905222815311,0.25978255492551194,0.858265522375829,Order
Desulfovibrionales,3.2860410351711953,1.1317786337120115,1.637788498555208,0.6910407752346666,0.48953991705878686,0.858265522375829,Order
Enterobacteriales,0.4140106357429238,-1.8390219199643485,3.3090139341133824,-0.555761310342471,0.5783740375974848,0.858265522375829,Order
Erysipelotrichales,46.4718971372582,-0.27318042851651997,1.0558876118314302,-0.25872112283114135,0.7958504206630517,0.858265522375829,Order
Mollicutes_RF9,4.628268232226647,0.8759891538460016,1.6459660661967035,0.5322036534265435,0.5945849528820353,0.858265522375829,Order
Sphingobacteriales,0.2659488229930369,1.8482668907421949,3.326971867386964,0.5555402823991541,0.5785251651012134,0.858265522375829,Order
Unknown_Order,0.7179692322727207,-2.6431710143805267,3.2738744150619823,-0.8073525979555588,0.4194633685560362,0.858265522375829,Order
Victivallales,0.7978464689791108,3.3418847872981017,3.2467555222936753,1.0292997930861214,0.3033388205089186,0.858265522375829,Order
o_unclassified_Actinobacteria,0.18831979862891024,-0.9107113870852809,3.3524751975373794,-0.2716534302041251,0.7858885123486596,0.858265522375829,Order
o_unclassified_Bacilli,2.487115829199336,-2.0590146388967816,2.0696068902471794,-0.9948819984122044,0.3197936591064945,0.858265522375829,Order
o_unclassified_Bacteroidia,0.26923846210227026,-1.3222982947647446,3.335872042371213,-0.39638759459875,0.6918191162929236,0.858265522375829,Order
o_unclassified_Betaproteobacteria,0.2824796979433654,-1.3725806488725112,3.332985060689739,-0.4118172220635351,0.6804733972965162,0.858265522375829,Order
o_unclassified_Deltaproteobacteria,0.11487507716363526,0.964765321588163,3.3524751975373794,0.2877770198857395,0.7735174290590816,0.858265522375829,Order
o_unclassified_Melainabacteria,0.38847628762429676,2.058879976234434,3.3142159199768253,0.6212268681181251,0.5344503636531414,0.858265522375829,Order
o_unclassified_c_unclassified_Bacteroidetes,44.21498203254887,0.23461801656679582,0.9484598547595559,0.2473673665674272,0.8046239272273397,0.858265522375829,Order
o_unclassified_c_unclassified_Cyanobacteria,0.6648720574825924,3.078544161115775,3.2572511445920656,0.9451356448909402,0.34458962953783834,0.858265522375829,Order
o_unclassified_c_unclassified_Firmicutes,19.756681726785153,0.7694848010199202,1.2942647437271,0.5945343135933931,0.5521547990150681,0.858265522375829,Order
o_unclassified_c_unclassified_Proteobacteria,4.0657745861874215,2.4150399872008412,2.2257584233853063,1.0850413781778006,0.2779033291483627,0.858265522375829,Order
o_unclassified_c_unclassified_p_unclassified_Bacteria,102.710466005686,-0.35533108199315505,0.9198261401029891,-0.38630243966905536,0.6992726938857772,0.858265522375829,Order
Bacteroidales,289.36511281836886,0.17130686032754286,0.929919534892798,0.18421686382498811,0.8538433304581511,0.8813866636987365,Order
Burkholderiales,20.27955529531248,-0.054497598170081776,1.250929166362638,-0.04356569471359116,0.9652505973741199,0.9652505973741199,Order
Bifidobacteriales,0,NA,NA,NA,NA,NA,Order
Corynebacteriales,0,NA,NA,NA,NA,NA,Order
Micrococcales,5.667111893346576,-3.7766504701915466,2.52484340219695,-1.4957959241770629,NA,NA,Order
Rhodospirillales,221.98246647399472,3.742577998959744,1.2753421267807132,2.9345678468309986,NA,NA,Order
Selenomonadales,0,NA,NA,NA,NA,NA,Order
o_unclassified_Alphaproteobacteria,23.002813405383623,7.026429522302222,1.752576027065153,4.009200978327094,NA,NA,Order
o_unclassified_Cytophagia,0,NA,NA,NA,NA,NA,Order
o_unclassified_c_unclassified_Actinobacteria,0,NA,NA,NA,NA,NA,Order
o_unclassified_c_unclassified_Verrucomicrobia,0,NA,NA,NA,NA,NA,Order
o_unclassified_c_unclassified_p_unclassified_Eukaryota,0,NA,NA,NA,NA,NA,Order
Verrucomicrobiaceae,161.60959298148882,5.04154795669523,1.5089672645427796,3.341058533978754,8.345962570210635e-4,0.0433990053650953,Family
Anaeroplasmataceae,9.372678576576375,-6.384703110376833,2.191666611113199,-2.9131725956868473,0.0035777679376528698,0.08090794576838893,Family
Peptostreptococcaceae,55.009096316776585,-3.0486727209302713,1.0776084298759998,-2.829109940501376,0.0046677661020224385,0.08090794576838893,Family
Carnobacteriaceae,4.475580402926185,4.311755015584356,1.6089372886011457,2.6798776099801342,0.00736490829044387,0.09574380777577031,Family
Coriobacteriaceae,31.27730328357802,3.5277349410176733,1.389588851675009,2.5386897259324908,0.011126845401464459,0.11571919217523037,Family
Clostridiaceae_1,45.621151170884744,-4.131668463762349,1.7727644264788702,-2.3306359277350914,0.019772565338820287,0.17136223293644248,Family
Prevotellaceae,4.785399677768194,2.688092543887929,1.3996817162885402,1.9205027204440432,0.05479442985720043,0.35616379407180276,Family
f_unclassified_Lactobacillales,43.4188391544062,1.6775495057617398,0.8502258942941102,1.9730632964954626,0.04848835130893379,0.35616379407180276,Family
f_unclassified_Gastranaerophilales,260.5026844855652,2.647546005759345,1.4212383827201562,1.86284443056774,0.062484156914368524,0.36101957328301815,Family
f_unclassified_o_unclassified_Mollicutes,2.186093840481022,-4.285218050047806,2.373182041483687,-1.805684509296529,0.07096763368438941,0.36903169515882495,Family
Bacteroidaceae,1.4395428959197896,4.372899675284715,2.794422609107624,1.5648669821924912,0.11761410198364793,0.4998721697495992,Family
Desulfovibrionaceae,1.1257472289603385,4.03519852233025,2.539249954557605,1.5891300953211096,0.11203102451651137,0.4998721697495992,Family
f_unclassified_o_unclassified_Clostridia,4.555311742054327,2.3757188598537358,1.548455670111306,1.534250483052553,0.1249680424373998,0.4998721697495992,Family
DB27,1.061893997357811,3.9358452606723633,2.99040330122791,1.3161586796858602,0.1881207891521838,0.6987343597081113,Family
Rikenellaceae,10.692697995034994,-1.526714150158383,1.2354639046493379,-1.235741606382026,0.21655462668317463,0.7507227058350054,Family
Clostridiaceae_2,5.63848544096272,-2.7772338801488936,2.351054195646967,-1.181271739839519,0.23749479007212232,0.7702174267498233,Family
Victivallaceae,0.9191283043684793,3.711265629809146,3.2384974356613943,1.1459838099427735,0.2518018510528269,0.7702174267498233,Family
Deferribacteraceae,20.365620889531712,1.9088221133275074,1.8626349895664036,1.0247966585078785,0.3054591434162176,0.8278451822801476,Family
Desulfohalobiaceae,0.645002318855073,3.1866822305767646,3.2579294483166668,0.9781311354741844,0.32800947041662887,0.8278451822801476,Family
f_unclassified_o_unclassified_c_unclassified_Cyanobacteria,0.7659402536403994,3.445137669013055,3.2474959913103736,1.0608597141402267,0.28875365981505174,0.8278451822801476,Family
f_unclassified_o_unclassified_c_unclassified_Proteobacteria,3.7525399771917303,2.3014363654480854,2.38380948022077,0.9654447574539153,0.33432209284390574,0.8278451822801476,Family
f_unclassified_o_unclassified_Bacilli,2.2642446539861205,-1.9003559484248589,2.1152589908460633,-0.8984034374271836,0.3689705045560438,0.8721121016779217,Family
Unknown_Family,0.7238556479561499,-2.6926047513007516,3.2676847146699597,-0.8240099600835291,0.4099338986510541,0.9131393992001897,Family
f_unclassified_Clostridiales,199.30033467862157,-0.5772432849131034,0.7180446614888111,-0.8039100015258568,0.42144895347701067,0.9131393992001897,Family
Christensenellaceae,563.0811539267277,-0.29682761771098126,0.7192315938402266,-0.4127010273924645,0.6798256720205449,0.9423875612202042,Family
Enterobacteriaceae,0.4140106357429238,-1.8686984502257964,3.2994697939401836,-0.5663632543804019,0.5711468687169804,0.9423875612202042,Family
Eubacteriaceae,0.17965671777819658,1.6861736766139608,3.3389710589749098,0.5049979909474356,0.6135602470641159,0.9423875612202042,Family
Lachnospiraceae,5536.399900412504,-0.26388688596975773,0.6524294967395645,-0.4044680494804415,0.685868568324423,0.9423875612202042,Family
Porphyromonadaceae,1.3317350972132302,-0.5300368792560287,2.062998887470671,-0.2569254314556988,0.7972363379423949,0.9423875612202042,Family
Ruminococcaceae,4341.413808710145,-0.264671241385344,0.7070331620558604,-0.37434063292837905,0.7081509052587176,0.9423875612202042,Family
S15-21,0.30637610145615973,2.1157089345772553,3.3214987967946485,0.6369741685949071,0.5241416695654864,0.9423875612202042,Family
Staphylococcaceae,0.18096391198903747,-0.7821357510059139,3.3524751975373794,-0.23330098059500803,0.8155276972097921,0.9423875612202042,Family
f_unclassified_BG.g7,0.69235593529705,-0.8634550764206644,3.075719121904722,-0.28073274645636254,0.7789153903024997,0.9423875612202042,Family
f_unclassified_Bacteroidales,84.66616905933665,0.27876876822218843,0.8529425572745136,0.3268318198507577,0.7437950911553272,0.9423875612202042,Family
f_unclassified_Cytophagales,1.6460966061305724,1.0071502171453084,2.277105739147982,0.4422940049864135,0.658276468560024,0.9423875612202042,Family
f_unclassified_Desulfovibrionales,1.4758080183846587,-1.6328654617213043,2.643126219936898,-0.6177780877071725,0.5367216295647623,0.9423875612202042,Family
f_unclassified_Mollicutes_RF9,4.395939711950618,0.76874664097880685,1.6331204840070732,0.4707225514020785,0.6378388779360793,0.9423875612202042,Family
f_unclassified_o_unclassified_Actinobacteria,0.18831979862891024,-0.7821357510059139,3.3524751975373794,-0.23330098059500803,0.8155276972097921,0.9423875612202042,Family
f_unclassified_o_unclassified_Bacteroidia,0.2714458679835562,-1.2828831778834888,3.3356705434785607,-0.384595289361416,0.7005372847267737,0.9423875612202042,Family
f_unclassified_o_unclassified_Betaproteobacteria,0.2824796979433654,-1.332038686419213,3.332055339001776,-0.3997648750990636,0.6893297038822617,0.9423875612202042,Family
f_unclassified_o_unclassified_Deltaproteobacteria,0.09528630764024539,1.09334095766753,3.3524751975373794,0.32612946949485655,0.7443264014370741,0.9423875612202042,Family
f_unclassified_o_unclassified_Melainabacteria,0.3386262173989133,2.1157089345772557,3.3214987967946485,0.6369741685949072,0.5241416695654864,0.9423875612202042,Family
f_unclassified_o_unclassified_c_unclassified_Bacteroidetes,41.686813590500854,0.24339833282317389,0.813747670448356,0.2991078704889773,0.7648577412539718,0.9423875612202042,Family
f_unclassified_o_unclassified_c_unclassified_Firmicutes,18.344400053006336,0.8879702162211701,1.2116209924074144,0.7328778733495112,0.46363291959157127,0.9423875612202042,Family
f_unclassified_o_unclassified_c_unclassified_p_unclassified_Bacteria,99.54417679387862,-0.29197824574646714,0.8150014306153128,-0.35825488738839184,0.7201525751503475,0.9423875612202042,Family
ratAN060301C,161.39541381752414,0.13641664779174253,0.8061345250799568,0.16922317993787947,0.865621097767917,0.9785281974767757,Family
Alcaligenaceae,19.405372916173405,0.06036798682052477,1.1818509549878642,0.051079187748462464,0.9592624201109904,0.9903859162460275,Family
Bacteroidales_S24-7_group,0.6735553471639112,0.1464860415942582,3.283146624727422,0.044617575252649574,0.964412133584159,0.9903859162460275,Family
Cytophagaceae,0.8171811642801339,0.06049415972330411,2.9579028974029176,0.020451705759651162,0.9836830372290589,0.9903859162460275,Family
Erysipelotrichaceae,41.483756522432195,-0.010991853706878638,0.9122052981484191,-0.012049758677339126,0.9903859162460275,0.9903859162460275,Family
ecb10,8.148524490748152,0.11930330159764449,1.5070630724609924,0.07916277943352795,0.9369031493573236,0.9903859162460275,Family
f_unclassified_Micrococcales,0.752636853141837,-0.12497957012691482,3.2679896593990096,-0.038243563521525595,0.9694934876163603,0.9903859162460275,Family
Bifidobacteriaceae,0,NA,NA,NA,NA,NA,Family
Clostridiales_vadinBB60_group,45.74858896601946,5.380937111572837,1.7863633229479796,3.012229954818398,NA,NA,Family
Corynebacteriaceae,0,NA,NA,NA,NA,NA,Family
Defluviitaleaceae,0,NA,NA,NA,NA,NA,Family
Dermacoccaceae,0,NA,NA,NA,NA,NA,Family
Family_XIII,18.148102123711684,0.6425793900781195,1.5286788737524706,0.4203494933509288,NA,NA,Family
Family_XIV,0,NA,NA,NA,NA,NA,Family
Micrococcaceae,4.864624969979356,-5.4357373610997035,2.96979192186209,-1.8303428334775187,NA,NA,Family
Rhodospirillaceae,248.41819830257376,3.9974523973300395,1.2592100209312163,3.1745716210023702,NA,NA,Family
Rs-D42,0,NA,NA,NA,NA,NA,Family
Veillonellaceae,0,NA,NA,NA,NA,NA,Family
f_unclassified_Verrucomicrobiales,0,NA,NA,NA,NA,NA,Family
f_unclassified_o_unclassified_Alphaproteobacteria,25.768953308991367,7.369602442921792,1.7360885696057722,4.244946123108954,NA,NA,Family
f_unclassified_o_unclassified_Cytophagia,0,NA,NA,NA,NA,NA,Family
f_unclassified_o_unclassified_c_unclassified_Actinobacteria,0,NA,NA,NA,NA,NA,Family
f_unclassified_o_unclassified_c_unclassified_Verrucomicrobia,0,NA,NA,NA,NA,NA,Family
f_unclassified_o_unclassified_c_unclassified_p_unclassified_Eukaryota,0,NA,NA,NA,NA,NA,Family
Akkermansia,173.11651398819555,5.291242726408919,1.684037887557671,3.1419974369357635,0.0016779950475369358,0.04908135514045537,Genus
Clostridium_sensu_stricto_1,37.20558770677506,-8.214824327458931,2.609007756586807,-3.1486392889095294,0.0016403253004907685,0.04908135514045537,Genus
Ruminiclostridium_5,82.92155016839205,-4.803883622273318,1.4615103159872045,-3.286931039572201,0.0010128563366301605,0.04908135514045537,Genus
g_unclassified_Coriobacteriaceae,10.672799142805578,5.111180084490928,1.5233496608047148,3.3552244871941808,7.930060416635775e-4,0.04908135514045537,Genus
Lachnospiraceae_NC2004_group,7.039227869845206,-5.812918204383434,2.233551337988812,-2.6025451510855544,0.009253462968113671,0.1804425278782166,Genus
Parvibacter,10.636507057288215,7.347070409269798,2.807985797643606,2.6164912997192804,0.008883862831925741,0.1804425278782166,Genus
Anaeroplasma,9.150786510222078,-6.191596083096811,2.558243809753945,-2.420252541798323,0.015509731549266045,0.20162651014045857,Genus
Family_XIII_UCG-001,11.781178071124875,4.337978711564967,1.7600219726903397,2.4647298606925947,0.013711658404634631,0.20162651014045857,Genus
g_unclassified_Carnobacteriaceae,3.934603602138987,4.174286992015047,1.7002039452434954,2.455168395352256,0.014081860590734088,0.20162651014045857,Genus
Romboutsia,41.72994280276552,-3.1492286907972282,1.3862242410874843,-2.2718032172967035,0.02309839845906911,0.27025126197110855,Genus
Parasporobacterium,16.135745548005698,-2.3139377505682264,1.085051261260154,-2.132560767572282,0.03296077455812654,0.3505827839364369,Genus
Paraprevotella,5.200159368329091,2.9499532928852554,1.4493222165856487,2.0354019686766636,0.04181044341592591,0.37629399074333314,Genus
g_unclassified_f_unclassified_Lactobacillales,46.88925763223222,1.9009589013136658,0.9193882282193068,2.0676345889216883,0.03867439699411323,0.37629399074333314,Genus
g_unclassified_f_unclassified_Gastranaerophilales,276.1579282426655,2.824385198695161,1.572904907377125,1.7956490474716136,0.07255035012375988,0.6063136403199932,Genus
Candidatus_Arthromitus,2.163473527921223,5.042263753569194,2.9610016643368136,1.702891225729361,0.08858842635569995,0.6909897255744596,Genus
g_unclassified_f_unclassified_o_unclassified_Clostridia,4.901451988170449,2.6697749366544845,1.6156831536704115,1.652412436553201,0.09845050198329933,0.7199192957528763,Genus
Bacteroides,1.6022479395372538,4.6156518842282646,2.9794509894536114,1.5491618759853167,0.12134281155391555,0.7887282751004511,Genus
g_unclassified_f_unclassified_o_unclassified_Mollicutes,2.0777644258536214,-4.053583462395505,2.5745221129876517,-1.5744993767761617,0.11537204549860705,0.7887282751004511,Genus
Ruminococcaceae_UCG-007,2.0288832128329264,-4.020246279029875,2.6713283875078835,-1.5049614633041857,0.1323339846738257,0.8148987477282952,Genus
Acetanaerobacterium,2.1120767101559146,1.8076285659328146,1.9542392127257422,0.9249781470772775,0.3549772747477987,0.8808940781824454,Genus
Acetatifactor,4.584875392291511,-1.0508894175683963,2.0346169935404554,-0.5165047873407044,0.6055018961820611,0.8808940781824454,Genus
Adlercreutzia,5.650340737838177,2.402838821898635,2.3017902989162184,1.0438999690936202,0.2965316725088603,0.8808940781824454,Genus
Anaerofilum,1.387806772117174,2.409758302151093,2.704547160052687,0.8910025078298686,0.3729278248430148,0.8808940781824454,Genus
Anaerofustis,0.21178169081166737,1.9637582581505966,3.3392866574913613,0.588077173232522,0.5564804940431154,0.8808940781824454,Genus
Anaerovorax,1.0740336035565459,-3.10440197032131,3.252450662501679,-0.9544808799446954,0.3398402830976828,0.8808940781824454,Genus
Asaccharospora,4.786712229873021,-0.9337217061816491,1.429160951944899,-0.6533355847086204,0.5135399563151801,0.8808940781824454,Genus
Atopobacter,0.9747290596855134,3.8877364733740873,3.24043058161772,1.1997592219467368,0.2302328654337008,0.8808940781824454,Genus
Bilophila,0.5299993951862569,3.054262278079306,3.2764529010622936,0.9321856197258478,0.3512406058414256,0.8808940781824454,Genus
Blautia,265.89820763377406,2.462829433975051,2.0613675049338953,1.194755145834139,0.23218270972783617,0.8808940781824454,Genus
Butyrivibrio,58.711717960004435,2.3567378993189427,2.390731634349205,0.9857810326588514,0.3242405752755986,0.8808940781824454,Genus
Candidatus_Saccharimonas,0.7069257862384407,-2.4974693760951876,3.2662342135426536,-0.7646326664940415,0.44449031153007545,0.8808940781824454,Genus
Catabacter,5.9155697103065235,1.0468833565764226,2.064408668374396,0.5071105215813608,0.6120772729094088,0.8808940781824454,Genus
Christensenella,0.46532741274212563,-1.8867548951336115,3.2872700599502105,-0.5739579835926801,0.5659962340593243,0.8808940781824454,Genus
Desulfovibrio,0.3249096865618378,2.3227286335254993,3.3241345844594137,0.6987468691503753,0.4847102376559286,0.8808940781824454,Genus
Enterorhabdus,3.443074828625427,3.398307380547243,2.6133896117756144,1.300344719070928,0.19348284759905632,0.8808940781824454,Genus
Faecalitalea,0.8122742164045945,3.622285107041627,3.2497910743935186,1.114620916890057,0.26501290302937336,0.8808940781824454,Genus
Gordonibacter,2.760666885742328,1.7654239724331882,3.1237490898740914,0.5651619005367512,0.5719636483752113,0.8808940781824454,Genus
Intestinimonas,71.45578452173336,1.4166682387135263,2.08988027746892,0.6778705239657417,0.49785379061530705,0.8808940781824454,Genus
Kandleria,0.4873645298427567,2.8759570904723466,3.287143607076181,0.8749106927611316,0.3816225005650773,0.8808940781824454,Genus
Lachnospiraceae_NK4B4_group,1.031649910480384,-3.0441727212822376,3.253576450418792,-0.9356389092656482,0.34945913419296043,0.8808940781824454,Genus
Lachnospiraceae_UCG-003,3.991586100626521,-2.3603190022546667,2.39225677908862,-0.9866495197701475,0.3238144850562488,0.8808940781824454,Genus
Lachnospiraceae_UCG-005,96.28387989565783,1.9814327690690576,2.7664148544489753,0.7162457090925818,0.4738396434416095,0.8808940781824454,Genus
Lachnospiraceae_UCG-010,13.70612786138513,-2.9406299072879034,2.385545419269044,-1.232686614782184,0.21769270762373086,0.8808940781824454,Genus
Lactonifactor,104.6825414375606,-0.6381652094198956,0.8482011492768102,-0.7523748464193964,0.4518256688232231,0.8808940781824454,Genus
Mucispirillum,21.60969808954214,2.1220166176214743,2.1529739262377072,0.9856211409534669,0.3243190598480181,0.8808940781824454,Genus
Oscillibacter,101.66262402902197,-1.1226571431014836,1.2215449155552265,-0.9190469616020663,0.35807100930897523,0.8808940781824454,Genus
Parabacteroides,0.4250324115725681,-1.768817253241799,3.292440487214153,-0.5372359075618268,0.591104670989774,0.8808940781824454,Genus
Pseudoflavonifractor,62.985416392236026,1.0035363707147877,1.6458205171047269,0.6097483658061182,0.5420285102361965,0.8808940781824454,Genus
Roseburia,24.879250968356526,-2.888935987870957,2.5285326257036536,-1.142534590419615,0.25323187647573747,0.8808940781824454,Genus
Ruminiclostridium_1,0.7449028950388736,-2.5780440647846783,3.264058028381968,-0.7898278898131739,0.42962828881045717,0.8808940781824454,Genus
Ruminiclostridium_9,121.28737297005466,-0.6621908336960466,1.2009189197743637,-0.5514034484696629,0.5813571372568971,0.8808940781824454,Genus
Ruminococcaceae_UCG-003,39.205802924835325,-0.740236273797791,1.5507071021085133,-0.4773540230719803,0.6331100478691428,0.8808940781824454,Genus
Ruminococcaceae_UCG-014,576.466249628046,0.5240091489678479,0.8561710081134231,0.6120379503652017,0.5405126491200125,0.8808940781824454,Genus
Ruminococcus_1,813.5051971970577,0.5597853729626153,1.0980747228542067,0.509788051133328,0.6101999577528807,0.8808940781824454,Genus
Ruminococcus_2,384.16898507501566,0.4699427756422207,0.9381910417536681,0.5009030727513695,0.6164393398719124,0.8808940781824454,Genus
Shuttleworthia,144.74389529455314,-1.0168975117678958,2.1121211144746597,-0.481457954659397,0.6301910554529137,0.8808940781824454,Genus
Sporacetigenium,0.4966019300259158,-1.9956460001621845,3.2828506305288863,-0.6079003356423421,0.543253576956735,0.8808940781824454,Genus
Sporobacterium,3.023639154348879,2.8728447666955303,2.642390073389775,1.0872144864706208,0.2769420300908277,0.8808940781824454,Genus
Turicibacter,1.6775683854421222,-3.7414250138147467,3.1495572229930042,-1.1879209517137441,0.23486455434695047,0.8808940781824454,Genus
Tyzzerella,24.49981205906855,-2.407817328551888,2.092620316705314,-1.1506231251461947,0.24988731509007975,0.8808940781824454,Genus
Victivallis,0.9747290596855134,3.8877364733740873,3.24043058161772,1.1997592219467368,0.2302328654337008,0.8808940781824454,Genus
[Eubacterium]_brachy_group,1.4045054815739444,-3.490495408688512,3.2462428406679456,-1.0752416193146872,0.28226656637627323,0.8808940781824454,Genus
[Eubacterium]_coprostanoligenes_group,368.0837177166858,-0.7660867475836732,0.790427932037004,-0.9692050553039019,0.3324428892968076,0.8808940781824454,Genus
g_unclassified_Clostridiaceae_1,0.6727373012523141,-2.4314701838383477,2.929271051504133,-0.8300598138877682,0.4065049663835575,0.8808940781824454,Genus
